,0,1,2,3,4,5,6,7,8
0,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
1,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
2,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
3,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
4,9.260223718595755,6.584473309469829,11.77300777433495,18.257980365795323,24.195812401929334,0.2051350709015885,18.867317000485443,78.3613148738931,68.7548306945847
5,8.64841245600499,1.7820084970258248,8.997022716408077,14.538250653412884,123.70462322845029,0.26663922438739385,51.19173205500952,224.99598976658595,104.23628282856426
6,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
7,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
8,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
9,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
10,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
11,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
12,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
13,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
14,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
15,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
16,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
17,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
18,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
19,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
20,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
21,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
22,4.0418121283017925,15.225735453617839,11.76136513630917,6.069005722660538,38.776584556385274,0.0709635986439957,11.708054639529664,135.65785356954225,91.85688694750155
23,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
24,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
25,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
26,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
27,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
28,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
29,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
30,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
31,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
32,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
33,4.572989558126835,18.1714841792881,18.912874796799553,11.13811820823696,160.7596938583297,0.21668148453992597,28.841975817159717,276.11815064596533,172.07396973855418
34,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
35,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
36,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
37,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
38,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
39,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
40,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
41,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
42,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
43,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
44,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
45,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
46,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
47,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
48,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
49,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
50,0.01,0.05,0.09,0.14,30.97,0.0,0.0,0.32,0.32
51,17.09093468245987,1.2987287552237619,6.723557849933772,4.9939362297474945,69.87500562676333,0.2437013324064351,37.139021207321676,32.531617493202845,37.976286012952606
52,1.88331220116114,19.999621852394526,20.598668746536763,13.34256154769772,119.09239513758799,0.09992858313873254,43.33686202405732,39.79674312375307,31.72994417894348
53,9.829604686710722,0.6831655555467443,2.4348761133071437,8.286881898745328,113.48236853536666,-0.19328021728265268,19.58342352061727,46.476192691404876,3.214197001102288
54,8.538875393462629,15.771299593788756,9.161445026553961,9.370465803528807,131.183498471381,0.0768436110465644,24.962609285566963,21.928849582901297,15.338267851292086
55,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
56,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
57,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
58,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
59,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
60,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
61,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
62,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
63,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
64,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
65,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
66,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
67,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
68,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
69,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
70,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
71,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
72,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
73,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
74,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
75,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
76,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
77,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
78,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
79,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
80,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
81,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
82,15.575993904659374,17.435219051222568,19.032522819767006,12.984872233849417,36.998589908766014,0.35258311542508813,58.07273969190695,3.7128103887535344,147.49681728274746
83,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
84,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
85,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
86,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
87,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
88,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
89,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
90,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
91,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
92,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
93,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
94,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
95,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
96,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
97,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
98,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
99,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
100,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
101,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
102,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
103,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
104,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
105,12.269244027323472,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
106,0.01,2.9136467323051476,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
107,0.01,0.05,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
108,12.269244027323472,0.05,0.09,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
109,12.269244027323472,2.9136467323051476,19.87145590129869,10.547280926135302,83.12354719177262,0.2076452376317513,2.6682490653291544,0.32,0.32
